review_id,order_id,customer_id,restaurant_id,review_rating,review_text,sentiment,review_length,review_text_lower,review_text_no_punctuation,tokens,tokens_no_stopwords,lemmatized_tokens,clean_text
REV_003919,ORD_008607,CUST_00578,REST_0172,4,Very satisfied with the order. Everything tasted fresh. The delivery was faster than expected.,Positive,94,very satisfied with the order. everything tasted fresh. the delivery was faster than expected.,very satisfied with the order everything tasted fresh the delivery was faster than expected,"['very', 'satisfied', 'with', 'the', 'order', 'everything', 'tasted', 'fresh', 'the', 'delivery', 'was', 'faster', 'than', 'expected']","['satisfied', 'order', 'everything', 'tasted', 'fresh', 'delivery', 'faster', 'expected']","['satisfied', 'order', 'everything', 'tasted', 'fresh', 'delivery', 'faster', 'expected']",satisfied order everything tasted fresh delivery faster expected
REV_003920,ORD_007085,CUST_01110,REST_0188,5,The meal was excellent. The portion size was good. The delivery was smooth.,Positive,75,the meal was excellent. the portion size was good. the delivery was smooth.,the meal was excellent the portion size was good the delivery was smooth,"['the', 'meal', 'was', 'excellent', 'the', 'portion', 'size', 'was', 'good', 'the', 'delivery', 'was', 'smooth']","['meal', 'excellent', 'portion', 'size', 'good', 'delivery', 'smooth']","['meal', 'excellent', 'portion', 'size', 'good', 'delivery', 'smooth']",meal excellent portion size good delivery smooth
REV_003921,ORD_004491,CUST_01486,REST_0142,4,Very satisfied with the order. The portion size was good. The delivery was smooth.,Positive,82,very satisfied with the order. the portion size was good. the delivery was smooth.,very satisfied with the order the portion size was good the delivery was smooth,"['very', 'satisfied', 'with', 'the', 'order', 'the', 'portion', 'size', 'was', 'good', 'the', 'delivery', 'was', 'smooth']","['satisfied', 'order', 'portion', 'size', 'good', 'delivery', 'smooth']","['satisfied', 'order', 'portion', 'size', 'good', 'delivery', 'smooth']",satisfied order portion size good delivery smooth
REV_003922,ORD_005061,CUST_00596,REST_0025,3,The food quality was average. Delivery was acceptable.,Neutral,54,the food quality was average. delivery was acceptable.,the food quality was average delivery was acceptable,"['the', 'food', 'quality', 'was', 'average', 'delivery', 'was', 'acceptable']","['food', 'quality', 'average', 'delivery', 'acceptable']","['food', 'quality', 'average', 'delivery', 'acceptable']",food quality average delivery acceptable
REV_003923,ORD_005646,CUST_00347,REST_0014,4,Really good experience. The food was prepared really well. The order arrived on time.,Positive,85,really good experience. the food was prepared really well. the order arrived on time.,really good experience the food was prepared really well the order arrived on time,"['really', 'good', 'experience', 'the', 'food', 'was', 'prepared', 'really', 'well', 'the', 'order', 'arrived', 'on', 'time']","['really', 'good', 'experience', 'food', 'prepared', 'really', 'well', 'order', 'arrived', 'time']","['really', 'good', 'experience', 'food', 'prepared', 'really', 'well', 'order', 'arrived', 'time']",really good experience food prepared really well order arrived time
REV_003924,ORD_005492,CUST_00440,REST_0081,4,The food was delicious.,Positive,23,the food was delicious.,the food was delicious,"['the', 'food', 'was', 'delicious']","['food', 'delicious']","['food', 'delicious']",food delicious
REV_003925,ORD_004759,CUST_00445,REST_0126,2,Not happy with the experience. The food was not fresh. The delivery was delayed significantly.,Negative,94,not happy with the experience. the food was not fresh. the delivery was delayed significantly.,not happy with the experience the food was not fresh the delivery was delayed significantly,"['not', 'happy', 'with', 'the', 'experience', 'the', 'food', 'was', 'not', 'fresh', 'the', 'delivery', 'was', 'delayed', 'significantly']","['happy', 'experience', 'food', 'fresh', 'delivery', 'delayed', 'significantly']","['happy', 'experience', 'food', 'fresh', 'delivery', 'delayed', 'significantly']",happy experience food fresh delivery delayed significantly
REV_003926,ORD_009811,CUST_01104,REST_0045,3,It was an average order. The food was neither great nor bad. Delivery was neither fast nor slow.,Neutral,96,it was an average order. the food was neither great nor bad. delivery was neither fast nor slow.,it was an average order the food was neither great nor bad delivery was neither fast nor slow,"['it', 'was', 'an', 'average', 'order', 'the', 'food', 'was', 'neither', 'great', 'nor', 'bad', 'delivery', 'was', 'neither', 'fast', 'nor', 'slow']","['average', 'order', 'food', 'neither', 'great', 'bad', 'delivery', 'neither', 'fast', 'slow']","['average', 'order', 'food', 'neither', 'great', 'bad', 'delivery', 'neither', 'fast', 'slow']",average order food neither great bad delivery neither fast slow
REV_003927,ORD_002781,CUST_01022,REST_0042,4,The meal was excellent. The food arrived hot and fresh. Delivery was quick.,Positive,75,the meal was excellent. the food arrived hot and fresh. delivery was quick.,the meal was excellent the food arrived hot and fresh delivery was quick,"['the', 'meal', 'was', 'excellent', 'the', 'food', 'arrived', 'hot', 'and', 'fresh', 'delivery', 'was', 'quick']","['meal', 'excellent', 'food', 'arrived', 'hot', 'fresh', 'delivery', 'quick']","['meal', 'excellent', 'food', 'arrived', 'hot', 'fresh', 'delivery', 'quick']",meal excellent food arrived hot fresh delivery quick
REV_003928,ORD_004120,CUST_00028,REST_0024,4,Great food and service. Everything tasted great. Delivery was quick.,Positive,68,great food and service. everything tasted great. delivery was quick.,great food and service everything tasted great delivery was quick,"['great', 'food', 'and', 'service', 'everything', 'tasted', 'great', 'delivery', 'was', 'quick']","['great', 'food', 'service', 'everything', 'tasted', 'great', 'delivery', 'quick']","['great', 'food', 'service', 'everything', 'tasted', 'great', 'delivery', 'quick']",great food service everything tasted great delivery quick
REV_003929,ORD_007844,CUST_00061,REST_0048,4,Very satisfied with the order. The meal was flavorful and satisfying. The driver delivered the order quickly.,Positive,109,very satisfied with the order. the meal was flavorful and satisfying. the driver delivered the order quickly.,very satisfied with the order the meal was flavorful and satisfying the driver delivered the order quickly,"['very', 'satisfied', 'with', 'the', 'order', 'the', 'meal', 'was', 'flavorful', 'and', 'satisfying', 'the', 'driver', 'delivered', 'the', 'order', 'quickly']","['satisfied', 'order', 'meal', 'flavorful', 'satisfying', 'driver', 'delivered', 'order', 'quickly']","['satisfied', 'order', 'meal', 'flavorful', 'satisfying', 'driver', 'delivered', 'order', 'quickly']",satisfied order meal flavorful satisfying driver delivered order quickly
REV_003930,ORD_003534,CUST_00032,REST_0038,5,The food quality was excellent. Delivery was quick.,Positive,51,the food quality was excellent. delivery was quick.,the food quality was excellent delivery was quick,"['the', 'food', 'quality', 'was', 'excellent', 'delivery', 'was', 'quick']","['food', 'quality', 'excellent', 'delivery', 'quick']","['food', 'quality', 'excellent', 'delivery', 'quick']",food quality excellent delivery quick
REV_003931,ORD_000378,CUST_01435,REST_0144,5,Very satisfied with the order. The food quality was excellent. Delivery was quick.,Positive,82,very satisfied with the order. the food quality was excellent. delivery was quick.,very satisfied with the order the food quality was excellent delivery was quick,"['very', 'satisfied', 'with', 'the', 'order', 'the', 'food', 'quality', 'was', 'excellent', 'delivery', 'was', 'quick']","['satisfied', 'order', 'food', 'quality', 'excellent', 'delivery', 'quick']","['satisfied', 'order', 'food', 'quality', 'excellent', 'delivery', 'quick']",satisfied order food quality excellent delivery quick
REV_003932,ORD_002377,CUST_00591,REST_0173,3,The food was neither great nor bad. The packaging was fine.,Neutral,59,the food was neither great nor bad. the packaging was fine.,the food was neither great nor bad the packaging was fine,"['the', 'food', 'was', 'neither', 'great', 'nor', 'bad', 'the', 'packaging', 'was', 'fine']","['food', 'neither', 'great', 'bad', 'packaging', 'fine']","['food', 'neither', 'great', 'bad', 'packaging', 'fine']",food neither great bad packaging fine
REV_003933,ORD_006946,CUST_01443,REST_0076,4,The portion size was good. The delivery was smooth.,Positive,51,the portion size was good. the delivery was smooth.,the portion size was good the delivery was smooth,"['the', 'portion', 'size', 'was', 'good', 'the', 'delivery', 'was', 'smooth']","['portion', 'size', 'good', 'delivery', 'smooth']","['portion', 'size', 'good', 'delivery', 'smooth']",portion size good delivery smooth
REV_003934,ORD_008965,CUST_00236,REST_0150,5,Everything tasted fresh. The delivery was smooth.,Positive,49,everything tasted fresh. the delivery was smooth.,everything tasted fresh the delivery was smooth,"['everything', 'tasted', 'fresh', 'the', 'delivery', 'was', 'smooth']","['everything', 'tasted', 'fresh', 'delivery', 'smooth']","['everything', 'tasted', 'fresh', 'delivery', 'smooth']",everything tasted fresh delivery smooth
REV_003935,ORD_006396,CUST_01333,REST_0026,3,Nothing particularly stood out.,Neutral,31,nothing particularly stood out.,nothing particularly stood out,"['nothing', 'particularly', 'stood', 'out']","['nothing', 'particularly', 'stood']","['nothing', 'particularly', 'stood']",nothing particularly stood
REV_003936,ORD_004470,CUST_00720,REST_0152,4,Really good experience. Everything tasted fresh. The order arrived on time.,Positive,75,really good experience. everything tasted fresh. the order arrived on time.,really good experience everything tasted fresh the order arrived on time,"['really', 'good', 'experience', 'everything', 'tasted', 'fresh', 'the', 'order', 'arrived', 'on', 'time']","['really', 'good', 'experience', 'everything', 'tasted', 'fresh', 'order', 'arrived', 'time']","['really', 'good', 'experience', 'everything', 'tasted', 'fresh', 'order', 'arrived', 'time']",really good experience everything tasted fresh order arrived time
REV_003937,ORD_009676,CUST_01156,REST_0024,4,Everything tasted great. The driver delivered the order quickly.,Positive,64,everything tasted great. the driver delivered the order quickly.,everything tasted great the driver delivered the order quickly,"['everything', 'tasted', 'great', 'the', 'driver', 'delivered', 'the', 'order', 'quickly']","['everything', 'tasted', 'great', 'driver', 'delivered', 'order', 'quickly']","['everything', 'tasted', 'great', 'driver', 'delivered', 'order', 'quickly']",everything tasted great driver delivered order quickly
REV_003938,ORD_000941,CUST_00480,REST_0049,3,The food quality was average. The delivery was okay.,Neutral,52,the food quality was average. the delivery was okay.,the food quality was average the delivery was okay,"['the', 'food', 'quality', 'was', 'average', 'the', 'delivery', 'was', 'okay']","['food', 'quality', 'average', 'delivery', 'okay']","['food', 'quality', 'average', 'delivery', 'okay']",food quality average delivery okay
REV_003939,ORD_005037,CUST_01112,REST_0134,4,Really enjoyed the meal.,Positive,24,really enjoyed the meal.,really enjoyed the meal,"['really', 'enjoyed', 'the', 'meal']","['really', 'enjoyed', 'meal']","['really', 'enjoyed', 'meal']",really enjoyed meal
REV_003940,ORD_008606,CUST_00229,REST_0134,4,Really good experience. The meal was flavorful and satisfying. Delivery was quick.,Positive,82,really good experience. the meal was flavorful and satisfying. delivery was quick.,really good experience the meal was flavorful and satisfying delivery was quick,"['really', 'good', 'experience', 'the', 'meal', 'was', 'flavorful', 'and', 'satisfying', 'delivery', 'was', 'quick']","['really', 'good', 'experience', 'meal', 'flavorful', 'satisfying', 'delivery', 'quick']","['really', 'good', 'experience', 'meal', 'flavorful', 'satisfying', 'delivery', 'quick']",really good experience meal flavorful satisfying delivery quick
